timestamp,location,true_noise_type,dB_level,feedback,waveform
2025-04-07 22:42:27.048300,Casablanca - Ain Sebaa,Traffic,98.92,Too noisy at night! Can't sleep!,"[0.9143108561539808, 0.9130632127446202, 0.31869008182505165, 0.2682667871319384, 0.32969529851572177, 0.6603793448110593, 0.3842588460486498, 0.370044226505192, 0.9885150933618841, 0.3935808730262814, 0.24399159999217268, 0.3790948028060448, 0.3524869513322507, 0.5595260160643093, 0.886871064878376, 0.7945823665702938, 0.25428496679574353, 0.10174825204680038, 0.5529565161157755, 0.9822120778795159, 0.8520337268473382, 0.4728471171285763, 0.6701403628603246, 0.4622478532497073, 0.048627584128124735, 0.0004996746323012724, 0.30977490234469207, 0.04269097999877125, 0.840377776755561, 0.5521373705874438, 0.376973754954238, 0.9889034376761383, 0.037014395355343344, 0.007664273569839231, 0.9647815895983141, 0.27949595818103257, 0.02592209695418013, 0.913857250953849, 0.7248281529494031, 0.3610794411266357, 0.24999613114909658, 0.7009691769606953, 0.15204601836104126, 0.9693860219183799, 0.7919920369691071, 0.37476869448365635, 0.48810996731155576, 0.7930014468089177, 0.7051687396239729, 0.4365915619913451, 0.6537009590172459, 0.04008994983257286, 0.02094575453353187, 0.467968560627817, 0.37478205653669283, 0.5176375263783782, 0.7311704262934295, 0.47381139200310063, 0.3942580568205044, 0.40194395802915805, 0.43437347422737094, 0.5704393766060698, 0.7362817363435662, 0.4537876683462885, 0.5427464360727687, 0.011328575700028543, 0.4675332355320748, 0.27658216229582433, 0.8246846138552987, 0.03550654809397191, 0.38907592352795783, 0.10319415016196698, 0.4316631256220699, 0.10061544510494524, 0.2591260176774026, 0.36892031118839375, 0.07161041123371537, 0.2062696663749003, 0.2474838393669404, 0.7967112773214969, 0.06231136521909786, 0.955662063792753, 0.5580118235818065, 0.7774267061284205, 0.5379320499823224, 0.8884793702604425, 0.29272208284062007, 0.4967256756239963, 0.7176281256999961, 0.832523276947961, 0.7458646293282172, 0.8022679282212952, 0.8342651357444526, 0.5050853514049076, 0.455249966062673, 0.10970570323943907, 0.5210150265489429, 0.5201594206521372, 0.9101894367747313, 0.11452879515957648]"
2025-04-07 23:33:04.048308,Tangier - Centre Ville,Nightlife,63.89,Construction noise during working hours is acceptable.,"[0.27916040241612083, 0.7689078512240474, 0.055713213684014384, 0.49112732734503184, 0.2372479673974892, 0.3848494888877112, 0.9099070052210416, 0.5076763578703999, 0.8355041685407295, 0.12457282755460453, 0.4515194219338572, 0.5232058654710194, 0.9955377031110108, 0.30139148789749626, 0.5754799178267415, 0.4396802663638699, 0.6373020375694112, 0.4301337321794785, 0.6451487267259244, 0.46415279358624884, 0.5615138514688607, 0.637401877501241, 0.27885042611972255, 0.9191252016269261, 0.44567796088755873, 0.32291873944562777, 0.3972808571328931, 0.23188505097718637, 0.12182455948484039, 0.6121165332940127, 0.1670591835120393, 0.2908770309104083, 0.7401592845083665, 0.4601524968767847, 0.9279890073132808, 0.16580332965572253, 0.9402591766311442, 0.4464799117313428, 0.5332352961059079, 0.34986492977188277, 0.8297788170132668, 0.43831758748036365, 0.9950006409952975, 0.06253485539938708, 0.25867744129961556, 0.4838553587416007, 0.459991971535725, 0.792580707723442, 0.9103041421514279, 0.32187620943092665, 0.5106488873534314, 0.16878176492820873, 0.6736411458063212, 0.29206600554513273, 0.7711390622354072, 0.26782104834149956, 0.5257581382849612, 0.18302461021833183, 0.6388721006862453, 0.979001310894657, 0.6651112511832428, 0.26787914990920914, 0.43392337797411606, 0.8277364778854526, 0.1557288895351142, 0.014453072835790892, 0.24888549376874136, 0.7591498878476762, 0.9054663345035263, 0.3055750611721273, 0.17572978592603172, 0.9449933040433515, 0.5436483487005407, 0.5885424708403393, 0.03205853335392006, 0.4007235299948412, 0.5361704940768091, 0.7145789795595415, 0.13993370098888647, 0.6720420066145281, 0.18222819220282716, 0.3828497187598986, 0.7430360171683835, 0.47604118488733316, 0.4457111799300295, 0.34441643948667455, 0.093154759763584, 0.8114219043092068, 0.7138789131460707, 0.8869196183529479, 0.8502584966234921, 0.06568252380299144, 0.6867889673946631, 0.6164463175190541, 0.589342719825167, 0.9287035680727295, 0.22864026591064313, 0.3815149259541214, 0.3151717313063449, 0.06803728171384504]"
2025-04-07 22:54:44.048320,Casablanca - Ain Sebaa,Nightlife,72.33,Too noisy at night! Can't sleep!,"[0.6035906930570268, 0.6820662376904327, 0.4523443536807853, 0.9447661436956728, 0.3407694504060277, 0.8124260474940612, 0.6548643770002435, 0.8194939064948242, 0.303864956110536, 0.9373534638796104, 0.7786952857034276, 0.23541171528992288, 0.7647520308116701, 0.2175515491668868, 0.5299333490676809, 0.6589208955023468, 0.7975107648269507, 0.5709829745220864, 0.14713145253939142, 4.816585956524122e-05, 0.05453449027507573, 0.18343954062037138, 0.4504289933257296, 0.4198571848138951, 0.7033611054469701, 0.2639649780017418, 0.802635991756968, 0.5204752195484944, 0.36779873424772025, 0.6594002777375988, 0.12044264523630299, 0.8834374736263539, 0.2920561699401797, 0.3640230927882552, 0.8287146345869579, 0.2349314110768289, 0.007322272300461008, 0.21321437476834448, 0.1232851636123109, 0.019016382276045962, 0.7915073216005678, 0.9149595496869535, 0.10253031874201246, 0.8742812532332771, 0.2679786922787436, 0.9614661649421404, 0.15033155122131303, 0.08351047573324044, 0.3111096439242005, 0.36688659648884203, 0.5941062730290956, 0.01457679737137385, 0.4782100571904323, 0.34330224225761574, 0.9349078129994006, 0.24387338719475715, 0.8229716102975355, 0.14809616274585258, 0.6804683171933334, 0.7146287372491644, 0.7880454178616944, 0.8606247632050724, 0.8481514875668685, 0.2562783449046083, 0.3110889716545855, 0.8145626952387568, 0.006856460393081409, 0.14706575057272886, 0.38190363088499146, 0.4417589017125765, 0.3424808932516553, 0.6433438186085949, 0.6176114489557947, 0.4851715343933961, 0.589170835491795, 0.30562815151887224, 0.9620041003458367, 0.1660961578269471, 0.8747529165836189, 0.3363876762882504, 0.015484383943619617, 0.6775803884581652, 0.4257900561148553, 0.49175872976189083, 0.044691528498081334, 0.45854716813798646, 0.5640983593861844, 0.858458751151933, 0.2788013772948946, 0.2667912155756118, 0.24064351762800928, 0.6546986476042586, 0.06624719471201013, 0.826732423981823, 0.6444164013612609, 0.7609015375368514, 0.1911089074113168, 0.8353309091671485, 0.23363870241309237, 0.9811814469436498]"
2025-04-07 22:17:30.048328,Rabat - Agdal,Nightlife,77.09,Traffic is unbearable in the mornings.,"[0.008944067091723906, 0.599985797188295, 0.29914456409714263, 0.9049852432357908, 0.0012259868046263778, 0.6483326158527021, 0.829165424480845, 0.6784512449130412, 0.5044204386649639, 0.2319544063640233, 0.7425756548576862, 0.7840896694297194, 0.6541377794530214, 0.646162496776151, 0.7203905384776998, 0.30870718751358195, 0.6831003279176776, 0.8535987419007303, 0.8935619172891011, 0.918379224463748, 0.6843880045128489, 0.3600507544659708, 0.23194715257420295, 0.4137772790325839, 0.7125831251839855, 0.5023376190385528, 0.1679779280352922, 0.9670261498462679, 0.971471609303878, 0.4592604454945203, 0.7283002661040454, 0.834358060298239, 0.2247130214730464, 0.17393509168272003, 0.8520529107852984, 0.9920813589283205, 0.5571044144264615, 0.9359543727150308, 0.48931674537258907, 0.27178290586562015, 0.5087562828922942, 0.13204611260070376, 0.6351136661710021, 0.06414553874883855, 0.9239022075361455, 0.3181284749792984, 0.44633631953316144, 0.8799649039505936, 0.6664095639184954, 0.9683711769490879, 0.6904422928409889, 0.7593531868522596, 0.7446324601447091, 0.9901211856516149, 0.8903721048155802, 0.8704577335351942, 0.8356315074454972, 0.46411190984808615, 0.0634363974583606, 0.7599776089802761, 0.6908925767660672, 0.0796831947769926, 0.6625301203239967, 0.6518492568010238, 0.18084722418993937, 0.7092413714977845, 0.27234133001056826, 0.711333140631031, 0.6405406972085891, 0.9938752391067553, 0.017627166169306152, 0.3842040677968248, 0.46204651065383995, 0.3953436967809957, 0.06163105794117807, 0.639834324347242, 0.13727758713420934, 0.09474665567005947, 0.9124955125572963, 0.6673579980468218, 0.9689643507975799, 0.100936463527031, 0.8767024505171465, 0.6316274580989922, 0.3308129753761937, 0.47034802028876443, 0.7337001247559384, 0.27584494056135367, 0.5020765237335465, 0.05079674557779357, 0.18611302607500047, 0.610366010311952, 0.8986974505062442, 0.3683308280489397, 0.1964948167430388, 0.30271613015660626, 0.2760150738072683, 0.8900752156965355, 0.13451811725507956, 0.5155674562788897]"
2025-04-07 22:09:09.048338,Rabat - Agdal,Other,93.62,Noise is low in this area.,"[0.0534188021670966, 0.7256556959845248, 0.3909394165356739, 0.7144102335012879, 0.6850583300028076, 0.6489250177689616, 0.5054821855689171, 0.09615024803963568, 0.7218355577181773, 0.4134563741480969, 0.5266475324709071, 0.9182607959553837, 0.14126769664610794, 0.5292956418099856, 0.882450503273529, 0.4284013087264179, 0.5683823618127024, 0.7062454031209543, 0.9605076774164482, 0.9606379348752202, 0.2978821159597529, 0.24860160934779862, 0.602410198017417, 0.4814488567188221, 0.9541948595945846, 0.6021698394666812, 0.3711484065617323, 0.7063983534242105, 0.3390407648929925, 0.7907256349687468, 0.7029761896853733, 0.32832237990634805, 0.14853460268645113, 0.8888000113267429, 0.8932352940329018, 0.05663098841292857, 0.179506675107032, 0.7738942837616593, 0.681866815766161, 0.8525112337339242, 0.2539556440585884, 0.14497778408629292, 0.3088655458798628, 0.7163619542700164, 0.6166532101234345, 0.16997180058953865, 0.27872472219634925, 0.4065530584809006, 0.8884307590989345, 0.38339675555984687, 0.9001902775460716, 0.5667159314754977, 0.6599073886640582, 0.7078903428327266, 0.16914448414675565, 0.07849061149614744, 0.573932724050973, 0.160644196034176, 0.5423650224106461, 0.3754639742322078, 0.2424253204421507, 0.07978556863874797, 0.31357596579715896, 0.2641406452906907, 0.45491057458324946, 0.06018997849275698, 0.9226589121752464, 0.19594428209264714, 0.42088675537435827, 0.36722989419820296, 0.9657622981716512, 0.3080469452994008, 0.11097382753242946, 0.5644126458898736, 0.8040157943606713, 0.8496701539755458, 0.22470294488835163, 0.40018341414456915, 0.49203853211799964, 0.2670203247139584, 0.6696901895582533, 0.47885675445314024, 0.2587983909235423, 0.7453661927264896, 0.14689612497386229, 0.4530849869368163, 0.764721864186198, 0.8156576191599715, 0.9864230219345205, 0.215004673551759, 0.5931168290633179, 0.8608881065288451, 0.7499854575138595, 0.4324458231697266, 0.5054790569742482, 0.6949593001541586, 0.02113487101332201, 0.8832576041798367, 0.7145711599506196, 0.5570636711724758]"
2025-04-07 23:47:52.048348,Rabat - Agdal,Industrial,85.46,Too noisy at night! Can't sleep!,"[0.17067891290110304, 0.37066084427878176, 0.8258571705654036, 0.755049657872274, 0.0922893106899545, 0.1361835155286114, 0.28955242034550266, 0.9504505345663812, 0.1787805527140266, 0.6449276382890892, 0.0947064650833187, 0.6676786840002781, 0.33865123878380654, 0.6052559517625675, 0.17604542645959498, 0.11548522363435154, 0.6674582411407953, 0.5836231178830472, 0.12317564918076085, 0.79013808156881, 0.5269240226181681, 0.46159071371122395, 0.006476141564846105, 0.8379786594925746, 0.8445372861504303, 0.22457045078696058, 0.6821832720271944, 0.3467662515922535, 0.2420920445960374, 0.07395551314516358, 0.0389628487056457, 0.9560734141133166, 0.4930176288369015, 0.2043280487772271, 0.7605032493274515, 0.9447110085579812, 0.6046481198684216, 0.6777496128436319, 0.19192969200433008, 0.07674746670248223, 0.031783951419098955, 0.5669732715471426, 0.7777203309368494, 0.1650587223968335, 0.5355630566533685, 0.4483967767504955, 0.6714589176878417, 0.22747938144178914, 0.8527057664947723, 0.3486168989710712, 0.14536227369067134, 0.8999076965452097, 0.5896767496773361, 0.26308025662593215, 0.6428683764670258, 0.4434142703255969, 0.22768655837718532, 0.09314682698147292, 0.5977020866367728, 0.783804598897163, 0.10268355997753231, 0.17538512426097375, 0.44074486431397586, 0.9125999876567156, 0.7579535497014795, 0.9025347080230214, 0.8158178301422377, 0.6350492221503279, 0.7190605819496393, 0.9094442114943384, 0.769082545638949, 0.7108945886068472, 0.3596789325511357, 0.24073153259629476, 0.08037405293635125, 0.8110961174377351, 0.19469679591677602, 0.4549868120966146, 0.4316314008271255, 0.1644056898859554, 0.689456046276518, 0.8411667993890003, 0.25001213264744726, 0.4011527525689854, 0.20661457314268283, 0.8568106548197283, 0.9251025972054554, 0.11553323220285461, 0.7810469907833322, 0.9136513680641947, 0.739169051175153, 0.35241520972937845, 0.1634576624609282, 0.8683564846921205, 0.3396541247745699, 0.18092029166252266, 0.7202739607609359, 0.025948156677095602, 0.6482250316754236, 0.6697411395029291]"
2025-04-07 21:59:59.048357,Casablanca - Sidi Bernoussi,Nightlife,77.29,Traffic is unbearable in the mornings.,"[0.4022936699061618, 0.8270328124822307, 0.6240550833033618, 0.7660124573914346, 0.8613866930296262, 0.6527148292750786, 0.9960162411872145, 0.2745624660009548, 0.5430259687130805, 0.6337583178319339, 0.6164110795820015, 0.6217976839188851, 0.8254411919162589, 0.5253911111109043, 0.1330706740114086, 0.7355279551757622, 0.05888937868380173, 0.14603924838668847, 0.46623664852719815, 0.8661127066078537, 0.17185033347826317, 0.7855022748810369, 0.15199100225340723, 0.23216526808175364, 0.5482599431570134, 0.18748078202924212, 0.1941421217806818, 0.007726956917105898, 0.8189301994622158, 0.5749026363537725, 0.5870941356927076, 0.33539228747296934, 0.9654019605897667, 0.7315298867981157, 0.9602430542278552, 0.4470473025672421, 0.9720714839323218, 0.3394739298765308, 0.6940736500526414, 0.24993054996287767, 0.5877448916424656, 0.876119687541456, 0.18009887572788064, 0.020089228997876574, 0.3565922019759096, 0.3813230801076942, 0.5803445380783391, 0.18555421583816556, 0.13122408333964575, 0.8456194019563902, 0.8584430586134251, 0.8848569414096199, 0.9191393817438223, 0.3418659770029422, 0.6377281316328829, 0.9720377357881872, 0.8979376371287456, 0.03347380956052892, 0.2109984186527314, 0.07131805207265873, 0.8023923996934401, 0.3982525215782444, 0.050162601157065945, 0.9971228409741115, 0.1757042386691784, 0.16627393011458536, 0.6394325421735914, 0.32677648913688806, 0.4564703772321633, 0.6817131555608409, 0.6262038769400207, 0.8817495390928272, 0.27412463323958103, 0.9503873351312356, 0.28758762654263303, 0.02879575543111257, 0.6784516223385382, 0.6203338751525819, 0.6996916446068521, 0.7668234786010485, 0.04815481226513918, 0.702261496712886, 0.08069626415647657, 0.6938302697763491, 0.7991921905137556, 0.2842864672407729, 0.9394995473580253, 0.9584943907513448, 0.8460103318298974, 0.975798276449695, 0.24421162060988622, 0.8842742826158871, 0.3052049931989992, 0.889973087740702, 0.784526522323458, 0.17884348638214143, 0.1045856870683346, 0.4302193566575352, 0.2652024302164715, 0.0643169476930342]"
2025-04-07 22:03:18.048366,Casablanca - Maarif,Construction,92.64,Nightlife is too loud on weekends.,"[0.6534403727780372, 0.5529321330920317, 0.04900037081595254, 0.974187974363268, 0.5491830014481943, 0.992450223718655, 0.670647247430115, 0.9557706381834461, 0.6298824176177341, 0.28260369440651867, 0.3541814304729005, 0.6402064932523148, 0.020891706065270466, 0.6099391865018172, 0.9994113744660557, 0.05583306968149471, 0.5216514027735644, 0.39600209619904037, 0.6138278902895536, 0.23039171152976956, 0.5346288748223454, 0.9524623573108308, 0.9690228440718941, 0.09552464098665225, 0.7852804925937291, 0.4130341190931339, 0.15742826644905794, 0.3603761374360547, 0.06266398131318096, 0.25765047634067517, 0.6108090318044236, 0.5304423201684804, 0.20342943783770506, 0.33305604002756006, 0.19175616384839256, 0.4536464479560819, 0.4643090242087422, 0.13338100536799558, 0.2468489143096676, 0.43700516127823497, 0.048003117101978576, 0.9505752542074839, 0.5786126782412857, 0.40849995611495704, 0.03760237119685772, 0.17822798516567273, 0.9950041805944585, 0.306846338162137, 0.13207835685428515, 0.29750296357686135, 0.17677321260378742, 0.7454320674390429, 0.13287511743295222, 0.16690671733721818, 0.6907792843884673, 0.21720107235207176, 0.20385912757495284, 0.14826701797762032, 0.8458208576024289, 0.20896604265537244, 0.39823764489490265, 0.6733820214288707, 0.05529878691108303, 0.9077857767913292, 0.4363506479652668, 0.8402348903610676, 0.23383284442007324, 0.4481176536962522, 0.9549914222713487, 0.8804692340284644, 0.3672395639303787, 0.4481229679219968, 0.4430650159906223, 0.5887997075438196, 0.6448091697106586, 0.9425400935374932, 0.7958942231776223, 0.2713541733847381, 0.9837565921262599, 0.3581007067921764, 0.30659997618056156, 0.5177550679166395, 0.7301119595222963, 0.8146389477841133, 0.1670770811245792, 0.28351719381527807, 0.6222781088225718, 0.9392039873974743, 0.5935923679766164, 0.7351784857786172, 0.21135606151933417, 0.9426384350324853, 0.8611883101327534, 0.15762663274225486, 0.28946524043491373, 0.47831736540312453, 0.5468696825322809, 0.35102205719944335, 0.10003898394798749, 0.7028444180114405]"
2025-04-07 23:48:09.048374,Casablanca - Ain Sebaa,Traffic,74.44,Noise is low in this area.,"[0.3901929841587555, 0.5127285371690266, 0.13286588107763853, 0.7564496864669459, 0.7570062049539767, 0.9254898451547302, 0.860052516254655, 0.08336264634732304, 0.655133414977566, 0.5565303021134353, 0.712746107393419, 0.2457942261059648, 0.8134632350292929, 0.5026268014724402, 0.4158053212122208, 0.34696697183263037, 0.8033678234430552, 0.749278051291045, 0.07795377424238603, 0.19078855947929918, 0.8442256401195759, 0.0727096442274523, 0.5496687164350376, 0.8886257077556373, 0.7427301284659372, 0.562537115739378, 0.44426078679960535, 0.6685241980204217, 0.4524094926438096, 0.04622953109930206, 0.4481701272807206, 0.6486974911570661, 0.6170748958091626, 0.9039698292371241, 0.41616081571351626, 0.3731563997928098, 0.6800222126760126, 0.5052741124166832, 0.006348414840140371, 0.10167487470360825, 0.16093066585363902, 0.3136364178834573, 0.474749501396047, 0.3539569759281148, 0.6818672065622139, 0.735240845386707, 0.25809528436733886, 0.25958571570866473, 0.6785989669288736, 0.5670232323313122, 0.4088152546183411, 0.3354668105246399, 0.32851361633544296, 0.04059003917612858, 0.43287058135999523, 0.47052169418465484, 0.008503813783469982, 0.7578758988328677, 0.5216441597331487, 0.5904650360293965, 0.001540320486510871, 0.9292804669623239, 0.2680234743634128, 0.3838315622372338, 0.9536096670951612, 0.21783402508874272, 0.0630416909392073, 0.23047258748576616, 0.32454291523934176, 0.36195190366552044, 0.5099754950687144, 0.7886997645576633, 0.9859698793980741, 0.1308077572275299, 0.290737062427712, 0.2697345220467039, 0.8795162076160076, 0.3384785466889302, 0.6365341965483348, 0.8493377095112943, 0.5332612279353502, 0.7917020911442877, 0.4180867242485532, 0.2427463208125018, 0.322316194804222, 0.6576772343563265, 0.24505814175793372, 0.4554945218801665, 0.6272743194117545, 0.05708253461316293, 0.4445700913541797, 0.953866552613365, 0.8865821341931001, 0.33682327374690824, 0.013467613006905355, 0.056690943921450465, 0.3776011414201438, 0.7995696186787721, 0.3698249285043379, 0.1573245512964484]"
2025-04-07 22:17:27.048383,Rabat - Agdal,Traffic,50.73,Nightlife is too loud on weekends.,"[0.07943188876458607, 0.7608349249424287, 0.5843302860800555, 0.4761778638963392, 0.5883995498368043, 0.5594730060393619, 0.7399863885687055, 0.3015588251341921, 0.9996939583385989, 0.047664446647935454, 0.5048364008587118, 0.08990949963568562, 0.6346333225260935, 0.6985013441041172, 0.018250339833685847, 0.2400842819211052, 0.2513960582270649, 0.8393649736344125, 0.08913624172182444, 0.6471922656733029, 0.1628144179223584, 0.1799268357496676, 0.9837513267783086, 0.0891786030839481, 0.14628963933764083, 0.4438514270202397, 0.9678721263536393, 0.10769570797090888, 0.6848586734811264, 0.5395908591829707, 0.7023434436732071, 0.8108402514110311, 0.24720407688089885, 0.727783438198951, 0.21344830778132118, 0.8839816808821633, 0.43071910645726263, 0.4164433837483791, 0.6377656343925924, 0.019166090469132424, 0.41329732674120845, 0.7728270116622098, 0.5132120742449423, 0.12117834127251559, 0.19544595575312385, 0.4245698251860729, 0.05822372396824649, 0.3338848562956299, 0.8028617934817398, 0.6583841382189446, 0.5194205944345097, 0.5807715121947694, 0.7910986434854539, 0.7760680290109245, 0.8747472534155276, 0.7823709074862231, 0.09860583999233286, 0.8940918546934108, 0.509195102852969, 0.5368507123662928, 0.031132807095086368, 0.7929377776200942, 0.7727044235579885, 0.4670641838942913, 0.220361751916624, 0.2126665926694753, 0.20997856620180566, 0.4188894578695834, 0.7373697877122288, 0.6315610255316876, 0.08971737212890463, 0.22451615513682766, 0.9585753013683641, 0.44081937176553077, 0.4157081635267116, 0.880239112454365, 0.3311658218426734, 0.0463306336748337, 0.3587776978281849, 0.4364886929493711, 0.03869552428401801, 0.9282988853341181, 0.22380255015561412, 0.24440149283793777, 0.3458258100478335, 0.02358602952479838, 0.7835512788028306, 0.1575376434311967, 0.5640562602807949, 0.09059585668932424, 0.4089466123662989, 0.6592952306464306, 0.058543257569175, 0.8425109941117568, 0.7332630719418604, 0.46445575762276436, 0.5081657321269717, 0.9790237119273268, 0.9043049911858052, 0.23847595920162323]"
2025-04-07 22:48:34.048401,Rabat - Agdal,Industrial,82.76,Traffic is unbearable in the mornings.,"[0.4133168556455228, 0.5778185493409633, 0.1753091293158865, 0.943739086392061, 0.131806015911339, 0.8727127596238609, 0.7282842245563962, 0.44157120453764986, 0.13612891374964375, 0.4044008559833707, 0.3809619302141408, 0.390999016833517, 0.7588756841893259, 0.5995040488477552, 0.26713918547895965, 0.8578626537970646, 0.8248374484821241, 0.9696624679228432, 0.4312837996588691, 0.9049675195645738, 0.8034171355587871, 0.4199541492402228, 0.8756137523491903, 0.30699422479551464, 0.2542601451711005, 0.4092912211509011, 0.2752775532575964, 0.5774748843924797, 0.6932270712774615, 0.8011176541909224, 0.5059917654188647, 0.3458918823073439, 0.8694329742763671, 0.7093767781886613, 0.1401981884346052, 0.3247633530365829, 0.7241131868947799, 0.2721926296525693, 0.3913288590893349, 0.7000597971127223, 0.6006119602394495, 0.36049021704856266, 0.2853478360044355, 0.33285807181553306, 0.30482976292814323, 0.6887218831052788, 0.10777077905409016, 0.7978613867074353, 0.14968079169435478, 0.49557592239680237, 0.9134761564157284, 0.5446476462227352, 0.5064214647390373, 0.11802376307898943, 0.4190170590518192, 0.9468722010265611, 0.7823869614821095, 0.14373917666142721, 0.663746883840624, 0.5981688278036335, 0.6199487052919918, 0.4443699300881797, 0.09207735439292641, 0.036533530204052256, 0.007992705594401128, 0.7463571092233978, 0.21204139036396252, 0.05809326238832224, 0.12674160643459687, 0.9031934260235172, 0.592539574237767, 0.7415559369392781, 0.04891771802835698, 0.08176267167374174, 0.22613396247841921, 0.7805526674950816, 0.26694965260262304, 0.3529554229661017, 0.3078631136167215, 0.41557623590471604, 0.7168586047379972, 0.6804677018567591, 0.258721267716819, 0.6159567111803572, 0.33608180806913945, 0.93867272062479, 0.3685794055381264, 0.30878055301270246, 0.917021990412864, 0.2071601213881502, 0.1464279142974737, 0.687551192686187, 0.3869256382498718, 0.8673126353897268, 0.554769662698679, 0.7325880426546891, 0.7719162868450126, 0.6489749808440044, 0.7412567423308023, 0.8800472358245812]"
2025-04-07 23:23:43.048417,Casablanca - Maarif,Other,58.22,Traffic is unbearable in the mornings.,"[0.6776650594018025, 0.19632264179699976, 0.03500821053628589, 0.3334952678818204, 0.011566336171245029, 0.9378756025957146, 0.05403677309720101, 0.3403947731260434, 0.4615264264099277, 0.015587292653744367, 0.7630473985959274, 0.5932381531256373, 0.44224202909465293, 0.5138923134967359, 0.3642773946826279, 0.40917523564502256, 0.3457529097317372, 0.9265963707177114, 0.07834032276176406, 0.2566633920074529, 0.24018584506832286, 0.8621023578352661, 0.6907512141252414, 0.6962043380949421, 0.6315190519605292, 0.16993831127078396, 0.5839186575281036, 0.23056332066893392, 0.05080431620620263, 0.5072460523469571, 0.44052115138229675, 0.6350155023569994, 0.26656111447127784, 0.7659807672849508, 0.49438234290560024, 0.2736926227755695, 0.6199688090126739, 0.8848681314514325, 0.6456437123519396, 0.2327958106917969, 0.7437629535937191, 0.8141586365975004, 0.35685935692375725, 0.6311313129397863, 0.9136267578794711, 0.9981195551929896, 0.7519531503003036, 0.0357065174211777, 0.9009401375249534, 0.6597802239116721, 0.6975476415478212, 0.3612951709798522, 0.7022312606104306, 0.4188551158489414, 0.807699160137454, 0.12467647824407357, 0.5719653918429471, 0.29761089970474985, 0.31535278753863205, 0.09071141254176629, 0.902598155672881, 0.34825953589200065, 0.014740634504084582, 0.7797218242608163, 0.7524746019064855, 0.6248166762186126, 0.15646791125200754, 0.5488373626926626, 0.9401725209364006, 0.23782469431692965, 0.9609482473771614, 0.9896617723061225, 0.72001024279611, 0.5418252077368563, 0.9799768958600018, 0.5557381065370183, 0.8732195733021871, 0.423741923214602, 0.36887692758255297, 0.9877708358283032, 0.14474264375730472, 0.9092054550391704, 0.8783400885150308, 0.359309052256656, 0.011570917055272245, 0.21500837746772916, 0.6736767421520382, 0.10549291216790013, 0.012084798338517722, 0.9668344609923828, 0.9065064297884053, 0.7245273567637125, 0.818502676413385, 0.7560372763629616, 0.7983761827908588, 0.2654352514527084, 0.8280718210945527, 0.8454403046685502, 0.2531259806342344, 0.8381657819176622]"
2025-04-07 23:45:58.048434,Rabat - Hay Riad,Nightlife,55.19,Too noisy at night! Can't sleep!,"[0.34139677584946604, 0.7879621548965697, 0.4691768250113235, 0.13907268560690056, 0.5492565571559014, 0.8622376692278824, 0.3231659048588056, 0.17411931718993168, 0.8640024210581906, 0.8450060740341974, 0.7860115337942531, 0.8693509179645602, 0.750738056819327, 0.8496711710406327, 0.7502286906885034, 0.21273494050553665, 0.8939187801837304, 0.21970009291464299, 0.30272837781567197, 0.6241783694186339, 0.6629257115828858, 0.08960775842597746, 0.8840706908187839, 0.8079081402573306, 0.684143098866305, 0.5370562789790068, 0.7486866464978137, 0.7227230522206262, 0.2810949644569998, 0.9914903195926525, 0.38666874891156033, 0.38375833568499906, 0.42700594467870456, 0.0870170424954656, 0.5659695937868904, 0.0028588769307594797, 0.30801497298406855, 0.36546729622453433, 0.8016102805506922, 0.024071240897335033, 0.9737046779792669, 0.8603557463815664, 0.7736250935099839, 0.31667922742737886, 0.677545893536937, 0.8301639267857165, 0.12889961681589102, 0.42047460206902276, 0.563652258078456, 0.7335417962657094, 0.8838626716695378, 0.28321309049741183, 0.8037682734256546, 0.663318833907581, 0.8683084566361468, 0.1702551412265797, 0.7485617657746748, 0.8633063247091977, 0.02942093264290735, 0.8957565045896031, 0.7575877354748571, 0.8276001371651255, 0.4283590078168876, 0.9004955593196549, 0.6483424194796732, 0.5992565830499593, 0.5257215408191779, 0.4814944429309733, 0.16743209310834084, 0.5937113306441604, 0.9851582688362014, 0.052572393281607566, 0.5716397562304985, 0.23073855077726657, 0.2617626969111838, 0.5461614926810011, 0.3484140334862327, 0.19906479442300185, 0.7551090514357622, 0.9423043753843292, 0.1916387245590896, 0.5599664125876193, 0.36363525986017786, 0.6296766785849607, 0.5858012114813246, 0.4116425378176958, 0.27988292428882466, 0.6730432927666689, 0.1617744245099313, 0.03847138164793629, 0.033109859007885434, 0.44479391554977055, 0.743227810950045, 0.49434861593376245, 0.0042029409167695375, 0.5779207701938497, 0.9513130400970805, 0.820146630432234, 0.9726531340347184, 0.08994020772246869]"
