timestamp,location,true_noise_type,dB_level,feedback,waveform
2025-04-07 23:17:21.343099,Casablanca - Maarif,Industrial,84.51,Nightlife is too loud on weekends.,"[0.05276560884186354, 0.7110841099395645, 0.7975768027570466, 0.2553543028171934, 0.9792462692704272, 0.8520366709429569, 0.7220867775158805, 0.8505434987570162, 0.6117430969485577, 0.715141368210998, 0.7903050552853007, 0.4230333452160058, 0.2207588358095216, 0.2182247616967291, 0.4520490479328736, 0.34822324906930535, 0.7793655914600134, 0.537117876433387, 0.7031851581442432, 0.6379984338705772, 0.7666632517753419, 0.3375344164009577, 0.0009751796557166958, 0.4783316135679757, 0.7681571579209487, 0.25872842068776114, 0.24383966849174488, 0.6600031555394554, 0.40771776860218467, 0.6640446037389256, 0.8495115920408391, 0.639892623448081, 0.24700341840566076, 0.7308865259769972, 0.505374895173091, 0.005370096636533761, 0.0611514416401292, 0.8151075944785614, 0.8311881925967007, 0.7323643785281415, 0.13039125792239814, 0.5611964404501517, 0.7834387080446795, 0.29440273840458386, 0.20144395532137316, 0.773914423163794, 0.11985580682729002, 0.5456055186564697, 0.9064037190011965, 0.41189555405403777, 0.07290066702799114, 0.6617547122678911, 0.33627998045575347, 0.0006058683867354864, 0.1882564758294093, 0.16244865999880387, 0.9182540143681742, 0.887930223012557, 0.9832739203734755, 0.7693689784678438, 0.3597645859641655, 0.48063359555099383, 0.4356271004112987, 0.7395745201107321, 0.028844526930907555, 0.010376811158795074, 0.11851877336943462, 0.1773978628345938, 0.37832080930455025, 0.8668167912752627, 0.9410059675542308, 0.8290783914307933, 0.10893301221476548, 0.18299113369389963, 0.6250465989034686, 0.8176420701032148, 0.7152198677325239, 0.8455856798982272, 0.6072847957088958, 0.42000462856438736, 0.12800463472422574, 0.37165539984694684, 0.11420795297448383, 0.35801397185188777, 0.9690383917318947, 0.7242403697588023, 0.41740576846293886, 0.2516557727320624, 0.7493364255681745, 0.23416458279912122, 0.34296003840364553, 0.9489175561540172, 0.48976792276609016, 0.16996449343216313, 0.4980594117446937, 0.41951708680266453, 0.1825165998517193, 0.6512447713081199, 0.35859623143348796, 0.46708806947292203]"
2025-04-07 23:24:34.343113,Rabat - Hay Riad,Construction,77.22,Construction noise during working hours is acceptable.,"[0.2682317460688991, 0.47685230082347985, 0.892307047633344, 0.48699180162789113, 0.7789637557925019, 0.7197072422105977, 0.9212326514958689, 0.15230125505037106, 0.3720566219178255, 0.37078338154837676, 0.6784857049324401, 0.09459829350459525, 0.3086492990569655, 0.3951733108911041, 0.17973077330390452, 0.20524541003787733, 0.7500441799878945, 0.38643665618385015, 0.5750355674022767, 0.12158333137795163, 0.8740919782708996, 0.6240556036517002, 0.7189013466577783, 0.9508265192266276, 0.6415228621114575, 0.9913540185466595, 0.5596674914741119, 0.8679008062047318, 0.4437686741455861, 0.25586532861532274, 0.6191030488526835, 0.32420013021350813, 0.553985044166925, 0.3223252954138881, 0.9838566043807228, 0.24275823805327912, 0.8185018611666554, 0.18840776166706086, 0.9474188377477021, 0.9354125070584987, 0.060923831130735406, 0.7291673537536927, 0.7642720182360974, 0.4014334431924417, 0.4641931954107944, 0.5387192597084579, 0.8803910414434871, 0.46199784126470334, 0.11899331978340422, 0.16917911087573734, 0.350141209898191, 0.5165249137988955, 0.6313598331611465, 0.3428484113588145, 0.8095347281017076, 0.9897139401431551, 0.6306616712242213, 0.2609443000333054, 0.10626736812755011, 0.3762160474219105, 0.9396465777980109, 0.08227890529020032, 0.33162756267577986, 0.29014154356294564, 0.25386760418742993, 0.564241557693933, 0.20997156605437628, 0.38971137498181463, 0.15321670540204158, 0.4010472558479735, 0.5104684569644911, 0.9303822284733562, 0.7730904063318623, 0.6823748803986172, 0.020766295295164494, 0.950545653198893, 0.565565207991295, 0.3076154353218896, 0.49797531839511455, 0.9220556332531009, 0.2862301957853114, 0.6283163175942172, 0.5031650272949918, 0.6515900840725758, 0.8118975895121814, 0.43446955439685486, 0.6181191080226045, 0.8411553124565242, 0.07394013247714648, 0.7443270568984452, 0.10180022315541926, 0.24517372580426577, 0.22918573074458548, 0.04298876389146877, 0.07904111230894217, 0.7962399252787656, 0.9382228355646209, 0.5421610405715356, 0.3463786013720537, 0.003221988432728695]"
2025-04-07 23:45:45.343133,Casablanca - Maarif,Other,91.67,Noise is low in this area.,"[0.6101961169379156, 0.7102335871233498, 0.13751614967267323, 0.6970315553591261, 0.814290652606333, 0.3051165192071148, 0.3674864502824492, 0.934309340623472, 0.582424825439162, 0.36339049068604246, 0.054470189343570286, 0.3961964163687254, 0.5586201908747555, 0.2796274450378595, 0.02861996437944203, 0.13828611031720228, 0.4562986692635461, 0.791155899941075, 0.3645100807877505, 0.5416059247413587, 0.4389396803724779, 0.23339828288456543, 0.55166103368607, 0.032079526424301785, 0.14123455687499575, 0.5822685426935721, 0.04093795560515456, 0.2791131497576316, 0.4791228256335893, 0.5992224523822798, 0.4291624253571572, 0.01624453264854886, 0.7047378441359559, 0.8570542740686377, 0.1823897912267115, 0.08764181154153694, 0.6564499610548236, 0.8206753765444571, 0.5547311603015568, 0.17339648824718523, 0.7346500733060229, 0.7427227510012534, 0.40037004471549276, 0.8971975466018206, 0.20736960027817053, 0.40661480674138173, 0.28810591504411387, 0.6616992612180921, 0.19878328041295157, 0.9236553469735931, 0.9399608044597045, 0.08517207957316186, 0.49088427803044454, 0.5426813040492703, 0.15305618901884033, 0.07303901021673831, 0.6363975840931873, 0.6946029764659623, 0.07495774303883573, 0.7290709798189052, 0.1891045451216823, 0.01318838110383791, 0.41511505566102747, 0.9710267585122825, 0.9991282215774459, 0.34490623736561166, 0.3352488243495506, 0.5789227955297885, 0.38131328094780004, 0.4498837466359503, 0.9633214400982536, 0.866867549451752, 0.7978927686647501, 0.2841129920593046, 0.7892347600289514, 0.6653750258204357, 0.5416322273588007, 0.5928341179914236, 0.0550963152172792, 0.06806531613329347, 0.6825783893114961, 0.28491459146438425, 0.06587919127314168, 0.7844714413693048, 0.9128597127285409, 0.1344172779649475, 0.5190871351239824, 0.3269430261086993, 0.5010431029311213, 0.10282052314929646, 0.7591098136607609, 0.4786979671649354, 0.45478148886887826, 0.5872880811385892, 0.40855410051362606, 0.5243955799806919, 0.035669404464031884, 0.7771648896831103, 0.2812072404054665, 0.2331688328471252]"
2025-04-07 22:51:42.343147,Casablanca - Maarif,Traffic,93.79,Nightlife is too loud on weekends.,"[0.7978817757912059, 0.7712793803486566, 0.4749910278330577, 0.9430770174253291, 0.27338392906801745, 0.1409963761073958, 0.9305036184424456, 0.6348622086424014, 0.040508684888593494, 0.9378849458476934, 0.031631494981054, 0.309487747354273, 0.6416849878870653, 0.5588251204837178, 0.7669233317157401, 0.6310451747967074, 0.39612127148776743, 0.18367476281204143, 0.8570984708021736, 0.03033068556708418, 0.049325522790569454, 0.7564793456950493, 0.8554571477120817, 0.9673126168387316, 0.679286512921625, 0.014995084312572349, 0.23649770024291117, 0.37412519538331934, 0.3831143449625507, 0.33087929871283983, 0.5962160138678089, 0.5297505508966404, 0.45654270460832, 0.4146692377621246, 0.4978688678089632, 0.5592652462939893, 0.05679639861540409, 0.9402576270154417, 0.8384533173996156, 0.27468331153925696, 0.5943718242588226, 0.9124548727830104, 0.06391084074194475, 0.5117030198140885, 0.6655283975708624, 0.015231048033008121, 0.5121040143405418, 0.7932272698483804, 0.545163084382697, 0.31165503190078203, 0.10199199924915514, 0.2457715020755653, 0.7887627921045197, 0.33771231606222707, 0.038606891462208304, 0.956770191589795, 0.8983811512189205, 0.8198741787894145, 0.8120600982844159, 0.16998563280406176, 0.0800824486539029, 0.2993032890058832, 0.33076611878146267, 0.9031990545761761, 0.302039532023079, 0.19207088511530968, 0.32163593665254386, 0.10179979772081638, 0.34071461597812935, 0.015011728031147475, 0.834038187242664, 0.1484401662327154, 0.8782694134964241, 0.7075958878606688, 0.28313003231539335, 0.17668072462145068, 0.5100257726647035, 0.3010008334621552, 0.3789429597458842, 0.7351867130183014, 0.2607822841050682, 0.8066140443365478, 0.502102283847271, 0.6912814015717704, 0.7470481408062818, 0.46753378159104075, 0.5278402760746577, 0.8537586177572487, 0.1042838432065909, 0.29311949565194884, 0.39188738230480014, 0.5324884632748195, 0.6051296756299119, 0.14975738642773984, 0.6022550958458598, 0.8200537521101108, 0.4605699109990199, 0.19567992126569123, 0.9686077534613723, 0.36254917555201316]"
2025-04-07 23:14:26.343160,Rabat - Hay Riad,Other,78.43,Noise is low in this area.,"[0.13555045278258804, 0.6558192828710799, 0.3009138193004184, 0.38047458893234143, 0.160587594053462, 0.070067937234909, 0.32571808015690207, 0.020485119151547715, 0.6210034382383549, 0.07381656775533085, 0.11786517813775399, 0.09921984426894492, 0.9249563258241175, 0.8240040965952703, 0.9936018113826935, 0.13944595000920768, 0.9062006107109664, 0.8426205183206956, 0.47457271812185653, 0.7076866195512449, 0.30947857352600894, 0.6413999670416283, 0.8627531752921523, 0.06806960218798275, 0.37116478991349877, 0.27485168968294715, 0.6482695619503384, 0.495301444714201, 0.500033149539201, 0.4116434382039742, 0.8294315981863061, 0.8938735020079824, 0.8515004990957932, 0.2746745117128794, 0.8349786058777952, 0.4243780990993058, 0.351854473700536, 0.1986740758789982, 0.218487353656177, 0.9795366098842637, 0.3390159742329999, 0.25596621591992363, 0.12347922962820823, 0.595343339315745, 0.4582665134532926, 0.02826058738716708, 0.7339631240501387, 0.8020501241560455, 0.6355334891924169, 0.4563114149183157, 0.9307096384159333, 0.5078573232643975, 0.272046070795568, 0.9275758280254303, 0.5749948202034542, 0.7865743127331308, 0.462185766751274, 0.42146589188613637, 0.16668955077403613, 0.7794276071139936, 0.9418028410306384, 0.3862566179482845, 0.8527191934914811, 0.43155385860060247, 0.856531123833117, 0.9861429088858908, 0.2876177908117471, 0.3138163914859676, 0.6075868734702132, 0.08164751185467978, 0.012309621947232063, 0.05914031691461774, 0.6163459952510557, 0.33201613756281345, 0.3361941237426427, 0.5829434559691634, 0.08880434774252821, 0.0717951456048912, 0.3727491985216842, 0.47664372653754195, 0.46974430164682346, 0.8804883545073368, 0.9728892332926968, 0.5262934305746236, 0.3461634130832565, 0.3511334625207315, 0.8320026929574282, 0.3493351045054647, 0.5584441402125301, 0.34057401611886584, 0.16515259384484127, 0.19653924934527411, 0.9682202001399351, 0.37041810740563774, 0.08205129034254333, 0.4244286221713124, 0.2035186614121357, 0.7914490535910943, 0.20718994244330258, 0.4502659212008675]"
2025-04-07 23:32:52.343175,Tangier - Centre Ville,Traffic,61.56,Nightlife is too loud on weekends.,"[0.1966366213331182, 0.7383509777931034, 0.49782613173789847, 0.4073116228239019, 0.5872195625298801, 0.691229081087487, 0.10241282564244114, 0.14580381202180537, 0.2768076548262225, 0.6141188508197616, 0.92766052535603, 0.7790303845195292, 0.41129814592178227, 0.5917332376497293, 0.9731617281045593, 0.9296848016941622, 0.47267003751629466, 0.13963263486875144, 0.6366270221437548, 0.25053232870577224, 0.3971628782684905, 0.6456074841892766, 0.3241434623038777, 0.26046190089558596, 0.9939321842965647, 0.9560492419468328, 0.1321209987838955, 0.1426293945004683, 0.5450060646637986, 0.20980082252843368, 0.9302100404198573, 0.7759402843494339, 0.4525223875434362, 0.02487870367823808, 0.8898362114541128, 0.6260672910430972, 0.7115601814823741, 0.22018685466944032, 0.29666689119159795, 0.24629332873081866, 0.1377349068103071, 0.31621694642337794, 0.3931323099765994, 0.8164090467841691, 0.34606831699418694, 0.023592102229702316, 0.816613145691917, 0.4514916786482107, 0.19630361951999342, 0.15912026729562845, 0.9199255151910318, 0.2972861316109532, 0.7685153363835046, 0.40414462158810927, 0.14143271753559106, 0.3021088562155635, 0.7523619645021965, 0.3278799598453985, 0.982774320483257, 0.14724820477380474, 0.08138612946976165, 0.2371345335313143, 0.09090031415207922, 0.6549319647894747, 0.3565447335373553, 0.06790907654121359, 0.5622560953047826, 0.45694444985405347, 0.9460678191486406, 0.9445369037538095, 0.9225713677032835, 0.4491806167570568, 0.26455341042577196, 0.7795077357759074, 0.9018480280096451, 0.8058347726631955, 0.7449763598920596, 0.623032395690771, 0.6885454008019783, 0.42300601543079064, 0.43713469107015857, 0.23768743738925557, 0.4963986281319531, 0.47571920238091425, 0.3802733587906164, 0.7360177652201874, 0.4923437096975959, 0.7751188785267589, 0.6034249448510608, 0.041474784457714686, 0.6534761777461061, 0.8797343704088713, 0.7350635755230887, 0.43891830056054204, 0.1678303034247045, 0.31670163079206426, 0.24450083772157816, 0.9643010951883577, 0.7388528056919889, 0.020383375341928467]"
2025-04-07 23:38:20.343185,Tangier - Centre Ville,Traffic,84.67,Construction noise during working hours is acceptable.,"[0.3873603711879019, 0.40985300355193754, 0.8362027500885805, 0.8214654217668048, 0.5306023057064023, 0.28511408675138217, 0.6207713200906396, 0.08908157988379639, 0.6468125233938408, 0.1400375578730212, 0.24381273492845745, 0.8235212364809513, 0.2541025224828134, 0.12029588488165555, 0.4074311101013516, 0.5888812736613515, 0.9979463007075777, 0.1470087355406967, 0.1445110485536345, 0.5255160151778886, 0.7171216433304325, 0.9345402441277063, 0.5725948375126375, 0.413339828473297, 0.6876158565644453, 0.6267363394061864, 0.6785514180288068, 0.8099239447786296, 0.16643458819620371, 0.18917967382499212, 0.514377367386982, 0.5923419848095365, 0.4888958615738136, 0.06705150641783508, 0.08568890832632947, 0.3634121907769432, 0.5573188848857554, 0.818100050913143, 0.6502191657596298, 0.08882786756458194, 0.48834117860666215, 0.6502315464758184, 0.018613144032468276, 0.5306181743364854, 0.11830505241104516, 0.38689257375418995, 0.41803610479196385, 0.4009951721577938, 0.6966257731464899, 0.9553558066227317, 0.42550948879714956, 0.7804341136604765, 0.3729904818233605, 0.6366044011166151, 0.5718568692056126, 0.9722645602763625, 0.6352959703061528, 0.2471096250307132, 0.18041928998194312, 0.43160227278514796, 0.3362117016760603, 0.8718470979520578, 0.668230637958528, 0.25378274906829124, 0.8172660833674219, 0.3198471417516242, 0.12779906786430462, 0.781217387771947, 0.38191765468703254, 0.42424381353017127, 0.9200491338967531, 0.23955489557469556, 0.8100298805755366, 0.16282789192026426, 0.11150980518676223, 0.9157571783766428, 0.6772582131376653, 0.052061175492027045, 0.7325502163074581, 0.6346337327170358, 0.1419088725310782, 0.5679504656276153, 0.9203109496460886, 0.11432117339392389, 0.17066335795109266, 0.74646501281497, 0.19901360917299082, 0.035237293036985085, 4.5412132152700124e-05, 0.8954292860023945, 0.9457325054754473, 0.8296957131481055, 0.24683889030980954, 0.3442145287068322, 0.7238574492105602, 0.7658885908678903, 0.583858659932691, 0.8435557046498959, 0.14872739114098632, 0.6247935601080402]"
2025-04-07 22:59:35.343201,Rabat - Agdal,Traffic,54.51,Traffic is unbearable in the mornings.,"[0.1952532623170936, 0.44761712482848115, 0.8205165144275003, 0.6132344614589345, 0.12853310501286863, 0.19414699660226187, 0.36683977155219794, 0.3100054401164386, 0.029551620904681997, 0.38928126007487307, 0.26892725690453834, 0.9190464149664251, 0.14859767373807886, 0.9525631956797872, 0.9700843292364046, 0.04895155705030174, 0.8580873590001873, 0.5865765988606517, 0.12647582807488456, 0.42807338498261804, 0.6759096069013993, 0.9024627397306434, 0.7046313822171153, 0.1966545333690488, 0.1856559440805513, 0.9308374141739886, 0.11828887629827733, 0.22078069852930993, 0.4890406459403097, 0.04998716534084369, 0.40665505876903807, 0.9816873243110938, 0.6235446533763316, 0.6119466663793337, 0.06783040640111515, 0.3938505391406829, 0.07070210503133845, 0.9437913371387459, 0.4292646652971791, 0.6002710847660089, 0.14221673190519935, 0.3915896626351276, 0.29182046446226373, 0.09213576946085333, 0.013446708314184708, 0.45081230326575017, 0.516904071947949, 0.04940073596355554, 0.002414346261631728, 0.7571817927306229, 0.5486632598418583, 0.4269945360959684, 0.8368361911917676, 0.47139467423730275, 0.690059741426022, 0.9997242714255157, 0.901758033956933, 0.6943465117423125, 0.23060159760399013, 0.6414967913024895, 0.08113733396678113, 0.47564565283720905, 0.4361776732126267, 0.2934420479501487, 0.4840907305133295, 0.7047031064410235, 0.9955433762773316, 0.22660609943030896, 0.16850214284110954, 0.9743529390168386, 0.8537593858422668, 0.2697090821951955, 0.4244526271413209, 0.061356226969343286, 0.8313820125693112, 0.7275766708426814, 0.6677480990334423, 0.9985621373004481, 0.2906232704703776, 0.6790422754983241, 0.813929399943008, 0.3574778517795947, 0.3348801862366487, 0.9949863815561184, 0.6987425561372235, 0.7794983112409808, 0.07699888116158926, 0.6095857549643281, 0.17723954101796568, 0.48802230348677555, 0.4614020144965143, 0.9596845271989292, 0.7693799612956385, 0.691006691514108, 0.8819856974850938, 0.7258012237657109, 0.027725998079329073, 0.7941831790811676, 0.49244910557527777, 0.40738968312786783]"
2025-04-07 23:54:34.343229,Casablanca - Ain Sebaa,Traffic,51.39,Noise is low in this area.,"[0.8891892429515676, 0.5016112915537313, 0.2613167077112989, 0.7604910874812053, 0.7339448297826147, 0.5384462210690538, 0.534176395921177, 0.3746330945102744, 0.023342461573167772, 0.12247392017142866, 0.9452614299145955, 0.49089343806282604, 0.6523500055603825, 0.3793338106025459, 0.2916747764425426, 0.9436143964946574, 0.636305008352274, 0.5879390819719371, 0.07950156564781174, 0.808031591017848, 0.18570580834415906, 0.13139538517032, 0.2828217911619807, 0.8538607096458799, 0.751581049502328, 0.6249875465551809, 0.9484767538373896, 0.8893391899760338, 0.4032967296949985, 0.8378067689219348, 0.262150317077795, 0.7053663621982771, 0.6359530795906388, 0.7621417390221471, 0.10358069141370452, 0.5524022108445293, 0.44621935666729806, 0.799385860532709, 0.048097392110813875, 0.8352357672860059, 0.8806693069858764, 0.8201283821080645, 0.6250344873440336, 0.5673634718642236, 0.6685991132559207, 0.6173734585807541, 0.9663695789273973, 0.09092506563199021, 0.6431801183248758, 0.5639455990732658, 0.863589766294867, 0.3018466980533727, 0.4456257269774143, 0.6222259464299701, 0.3291760283467341, 0.8536408722703172, 0.7691661982496572, 0.16658463655215516, 0.9376884669889826, 0.37434022313931203, 0.12427837224731952, 0.018276359623603966, 0.01958440677165063, 0.247044415358749, 0.23934901526666974, 0.9149122950640942, 0.1707856575513036, 0.9367959077578765, 0.5699680419555909, 0.7726590759047276, 0.6849483077879787, 0.6108335360749816, 0.7382946098259089, 0.30020827056459587, 0.39698643415968393, 0.39223507825570325, 0.15844035043013527, 0.7500376616312333, 0.655013670372407, 0.057246048784805215, 0.7288113242561701, 0.03098104606842811, 0.370505759677921, 0.6464365626931886, 0.22813583757528733, 0.5747254702159946, 0.6425743956831419, 0.7705343349457762, 0.7096887401662849, 0.7415621686548055, 0.12408324014778904, 0.877142634691804, 0.2379934316767488, 0.08465103927351747, 0.5267423991525129, 0.936515964310216, 0.3205386385007444, 0.5632833099773895, 0.364477791879558, 0.7264910524772578]"
2025-04-07 23:13:53.343253,Rabat - Hay Riad,Traffic,99.06,Noise is low in this area.,"[0.6376655258405038, 0.27860647785555714, 0.7562697002971852, 0.8489014582041334, 0.5956240753287043, 0.43621564004022784, 0.34531753669025245, 0.755906828642856, 0.8736455872969016, 0.8690888451605401, 0.6463949063457919, 0.11615555714557979, 0.23220349517209238, 0.9209668631625635, 0.06322704624238173, 0.2277759037389686, 0.7906360911507466, 0.4793812548274319, 0.3636763615712443, 0.22013328904743223, 0.7333538677344094, 0.6114686010374994, 0.5259115703411285, 0.884169849973005, 0.2563025736984189, 0.4827607472349894, 0.9909666298242445, 0.12117084970862546, 0.2338562610696452, 0.03869941518239506, 0.5720251859978814, 0.7624332999410175, 0.20767320323169458, 0.491413027529789, 0.8799972828792377, 0.43341804753349955, 0.9818323299889757, 0.7926194126916598, 0.7784639880364908, 0.6493772308583146, 0.8311451941791914, 0.37437294042664293, 0.476154024085336, 0.10271495068499659, 0.2997268425439955, 0.29100683916542525, 0.02000105475149827, 0.8399014969014238, 0.9852522418234523, 0.41606623095436535, 0.7490836633901872, 0.9458914255281028, 0.9865707900727501, 0.5813619526254371, 0.3018795846491552, 0.9760977805141191, 0.25108363989013294, 0.8444432942580586, 0.24173347242201948, 0.26993790263592665, 0.4501958516481931, 0.9723818039694946, 0.5944085016540305, 0.22673318686294497, 0.19978793070490952, 0.6262618491265282, 0.8914448825026865, 0.052749762106933495, 0.6541222099843271, 0.97438955052965, 0.5431668474811439, 0.49329117852311233, 0.8395867686168151, 0.5616468744143991, 0.7898382661027668, 0.5871737557521138, 0.8459311603243518, 0.08936344188821543, 0.46545009789396086, 0.717806610859155, 0.5691217596712373, 0.7463434617823015, 0.41879788978791743, 0.5411428947289209, 0.8863394402634152, 0.36440861815656067, 0.8771887723542611, 0.5939985587739969, 0.6609914541556158, 0.29260606034891123, 0.9983157584099057, 0.5978887097057697, 0.11414689696224956, 0.05398487072848157, 0.2599882994651672, 0.6949623667901483, 0.3079263084432037, 0.8586036036298689, 0.2665420620625062, 0.10520141017934581]"
2025-04-07 23:05:16.343266,Rabat - Hay Riad,Other,60.77,Nightlife is too loud on weekends.,"[0.05894613759386036, 0.9394567403961568, 0.3491037490475517, 0.301266290213719, 0.10518225259454839, 0.4331279256540128, 0.4963096266797844, 0.20576087914139785, 0.6161201128832409, 0.4864819394123968, 0.9683541510202013, 0.5250478692956079, 0.5246244329051339, 0.08205038422469924, 0.28565428808583515, 0.7510738190242878, 0.5771846245897573, 0.746105493863285, 0.9350304090947981, 0.5358945790152088, 0.8401844803275494, 0.14246472722066605, 0.7776345246200043, 0.4944117798591934, 0.4344462406637707, 0.4247824217169618, 0.8007272177614875, 0.09833715698273149, 0.02122907049557643, 0.3553231057500984, 0.4179129537450875, 0.7985083843249337, 0.3974885169388067, 0.06657746664417574, 0.027128922420877388, 0.7794498085706161, 0.232402828634366, 0.6722423760759668, 0.157215552004366, 0.2748967823790218, 0.7892687756259378, 0.23475813447635752, 0.949902477391903, 0.9512418487922438, 0.8914195599587085, 0.44615446127979086, 0.9731394232314279, 0.7000912898100324, 0.03833498144751313, 0.0029475100201087345, 0.4453042364216171, 0.14228675956132564, 0.47968072400263684, 0.1013184001104318, 0.826955243402405, 0.7635070536049723, 0.9062660641683165, 0.11742411329736391, 0.7526119106152921, 0.9474232156076241, 0.9803605685086403, 0.3528362199462661, 0.027461325179990226, 0.30133966356967257, 0.8037997898996369, 0.9744370350873166, 0.3654707756832549, 0.17218532582626855, 0.40676976116597785, 0.9016113983291818, 0.38314128358404065, 0.7917599049313722, 0.19588667881736455, 0.9958382382164609, 0.18145739355960078, 0.6538472198912406, 0.2691075354075716, 0.36648096483313386, 0.830392404162309, 0.7884576958750866, 0.9212980800535717, 0.3290860688304339, 0.8463293665480193, 0.3211865195532426, 0.6431211971810674, 0.46634705119194453, 0.54939183672673, 0.8744198097211779, 0.6399516380079597, 0.12763149831214626, 0.1935135937533462, 0.5867146505955981, 0.6830151143106401, 0.2755001764610052, 0.13931725140685214, 0.548818141597275, 0.12516476117175213, 0.7489432759672598, 0.1432656025439092, 0.37544603493141737]"
2025-04-07 23:39:59.343275,Tangier - Centre Ville,Construction,97.02,Noise is low in this area.,"[0.7666170235549862, 0.8756184888513225, 0.47815756570181966, 0.5308717556058898, 0.44522694424541964, 0.7050472108532607, 0.6720088162998481, 0.23074844766902625, 0.734226275343182, 0.21781899466807786, 0.28679983032336565, 0.9055204371981478, 0.1625899143509123, 0.7204602027079742, 0.7426983986822042, 0.4943789099055621, 0.31999727673166467, 0.29056094313161573, 0.7171816305008225, 0.8922530420310381, 0.9973880489236989, 0.6261717558347586, 0.2954143023320369, 0.008262376670325366, 0.7409994812033992, 0.17813595704062468, 0.060661751423498056, 0.6016010427667711, 0.03219764588921581, 0.7197617608570777, 0.18783849166743427, 0.27492616275795323, 0.40078965559498525, 0.053584331026495624, 0.641356621702749, 0.8563119634106116, 0.15204711465078613, 0.8381077488083755, 0.044124031702938105, 0.5209714086231708, 0.648156574141827, 0.7964399765335525, 0.17299513738421257, 0.5961413488123137, 0.13080267875456775, 0.54961193060701, 0.8838263690995324, 0.022818962948200627, 0.49695082700594173, 0.6611789037230553, 0.5394344354152318, 0.5677911254952251, 0.7242009640637012, 0.8036231393163493, 0.6221271916464093, 0.6096046970465007, 0.5673079904621897, 0.11746606985263575, 0.4621590333197567, 0.11533181657138136, 0.6156091487714639, 0.5900117714995524, 0.8837671086444001, 0.5097158998159423, 0.41995810061713834, 0.738974607935319, 0.8791589106713759, 0.42707808052585194, 0.2550734476634009, 0.8245955839148114, 0.48902890524193976, 0.06667466680976686, 0.5100976343284138, 0.5933984960964211, 0.48128512947931656, 0.052631560495246754, 0.47213850124295886, 0.25023586122530816, 0.7216172379374549, 0.7340748217540051, 0.4516442204341482, 0.2760681844879944, 0.128050879206006, 0.07237084591084442, 0.45512689200017553, 0.577443448335228, 0.5167500178244055, 0.556122164947685, 0.6287814422422603, 0.7438760346212089, 0.7031442693939156, 0.0687281409184789, 0.012814581372210698, 0.7942671002921634, 0.050238742559768235, 0.7446966898108571, 0.9261121886756147, 0.6819195862241834, 0.47119988358495357, 0.2852040300914581]"
2025-04-07 22:02:40.343288,Rabat - Agdal,Traffic,63.17,Too noisy at night! Can't sleep!,"[0.8147854346702628, 0.8250537461179794, 0.37348001693190913, 0.8380344917154159, 0.13456043487185598, 0.6740364682747987, 0.22387548292104764, 0.4512852463249575, 0.4485055924252781, 0.6454958411363415, 0.2189896371452582, 0.6914399484696988, 0.9166987678254027, 0.41708149216670376, 0.24965283460576215, 0.8378048147449435, 0.3838443579140477, 0.3669092031355966, 0.41129349048131647, 0.759138432027588, 0.6803331101948575, 0.3412938455767289, 0.699771427722258, 0.8279987978493806, 0.262269016761536, 0.180283897920963, 0.4661415318533598, 0.9658600303776911, 0.7087362146259183, 0.09618613071327287, 0.8975737020385601, 0.4394999852954312, 0.8695637142536008, 0.7599165733311601, 0.4401267557352062, 0.8174355583280739, 0.558285204901176, 0.8658539681667988, 0.4664234252209045, 0.9868668115015263, 0.4486466311691092, 0.9411416279159636, 0.8139818396525658, 0.27958284525325927, 0.5974434772137395, 0.4334714874376102, 0.5047845448760017, 0.8219395255412327, 0.7706036096099583, 0.8494099672673626, 0.16148777696848782, 0.2034492508062089, 0.5921400269384066, 0.04322564536923612, 0.6646195118149214, 0.394787138583666, 0.11068939646699794, 0.14862359949863768, 0.03473024142486969, 0.23366689606111324, 0.8612116253570294, 0.9736241480939728, 0.46746283355515517, 0.95783738676963, 0.7163030565468469, 0.40301397178217524, 0.7133214898041595, 0.7878195504005289, 0.9667645277136259, 0.7336013750375023, 0.7689317135143982, 0.37184392190267035, 0.3592100779158134, 0.649711087947655, 0.5838091643684977, 0.9183794345697927, 0.4219673980970995, 0.9548956968414326, 0.05619326101961308, 0.736725193640608, 0.6822249534287099, 0.3912561665024832, 0.10154412917870381, 0.6965887219134803, 0.3448374613406304, 0.7232961770525883, 0.8114313527289522, 0.9586245603184969, 0.9411083693179029, 0.18982912907466776, 0.35058882908162103, 0.006479792157165765, 0.2429009447607141, 0.5584265805738631, 0.03124320445399631, 0.5779252103407855, 0.4178834285784738, 0.31213246369282877, 0.9656840991770335, 0.9966391460105708]"
